Rk;Team;G;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;Year
23;Milwaukee Bucks*;82;2437;372;853;.436;79;221;.356;293;632;.464;154;204;.755;118;312;430;212;71;47;132;222;977;2010
24;Chicago Bulls*;82;2427;376;832;.451;43;130;.330;333;702;.474;180;239;.754;114;331;445;208;65;58;143;201;975;2010
25;Miami Heat*;82;2424;364;795;.458;60;174;.346;304;621;.489;177;235;.752;107;311;418;189;74;56;132;209;965;2010
26;Washington Wizards;82;2418;367;817;.449;53;149;.353;314;668;.471;176;231;.762;118;300;418;190;60;51;149;214;962;2010
27;Los Angeles Clippers;82;2403;366;805;.455;59;178;.332;307;627;.490;166;228;.730;113;305;418;221;65;57;157;193;957;2010
28;Charlotte Bobcats*;82;2424;349;769;.453;56;162;.346;292;607;.482;200;266;.751;105;304;408;202;77;54;157;195;953;2010
29;Detroit Pistons;82;2412;359;805;.445;46;145;.314;313;660;.474;177;244;.728;128;273;402;194;73;38;134;222;940;2010
30;New Jersey Nets;82;2412;343;799;.429;46;145;.318;297;655;.454;192;246;.780;109;288;397;188;70;48;144;200;924;2010
1;Denver Nuggets*;82;2403;384;806;.476;81;208;.388;303;599;.506;227;296;.765;96;323;420;221;74;43;141;210;1075;2011
2;New York Knicks*;82;2412;383;837;.457;93;254;.368;290;584;.496;206;255;.809;103;301;405;214;76;58;137;213;1065;2011
3;Houston Rockets;82;2424;387;851;.454;83;225;.367;304;626;.486;203;254;.801;117;311;428;238;71;45;135;200;1059;2011
4;Phoenix Suns;82;2440;393;835;.470;85;226;.377;307;608;.505;180;236;.759;100;302;402;237;66;44;143;203;1050;2011
5;Oklahoma City Thunder*;82;2440;374;806;.464;59;171;.347;315;635;.495;241;293;.823;110;318;428;204;80;59;141;224;1048;2011
6;San Antonio Spurs*;82;2412;384;808;.475;84;211;.397;300;598;.503;185;242;.767;101;317;419;224;73;45;134;190;1037;2011
7;Golden State Warriors;82;2418;396;859;.461;84;213;.392;313;646;.484;157;207;.761;116;289;405;225;90;50;146;220;1034;2011
8;Miami Heat*;82;2412;370;768;.481;67;180;.370;303;588;.515;215;279;.769;96;325;421;200;66;52;139;204;1021;2011
9;Los Angeles Lakers*;82;2418;381;824;.463;64;181;.352;318;643;.494;188;241;.779;121;319;440;220;73;51;131;190;1015;2011
10;Minnesota Timberwolves;82;2412;377;855;.441;72;191;.376;305;665;.459;185;241;.768;132;312;444;201;72;51;170;223;1011;2011
11;Dallas Mavericks*;82;2403;374;788;.475;79;216;.365;296;573;.516;175;226;.777;95;319;414;238;68;43;140;192;1002;2011
12;Memphis Grizzlies*;82;2424;390;829;.471;38;113;.334;353;716;.492;181;242;.750;118;292;410;206;94;54;140;208;999;2011
13;Indiana Pacers*;82;2412;366;828;.442;71;202;.354;295;626;.471;194;248;.782;111;324;435;196;71;56;154;217;998;2011
14;Utah Jazz;82;2424;374;804;.465;53;153;.346;321;650;.493;194;251;.771;110;285;395;234;77;59;143;227;994;2011
15;Sacramento Kings;82;2421;382;851;.449;52;156;.335;330;695;.475;177;242;.734;131;308;439;204;74;48;161;220;994;2011
16;Orlando Magic*;82;2418;360;782;.461;94;256;.366;267;525;.507;177;256;.692;105;327;432;200;67;47;149;200;992;2011
17;Toronto Raptors;82;2412;383;824;.465;42;133;.316;341;691;.494;182;241;.755;117;286;403;219;71;43;147;220;991;2011
18;Philadelphia 76ers*;82;2430;381;826;.461;54;152;.355;327;674;.485;174;226;.770;104;314;418;227;76;43;130;194;990;2011
19;Los Angeles Clippers;82;2421;368;804;.457;63;185;.338;305;619;.493;189;267;.707;116;305;421;221;71;49;164;211;986;2011
20;Chicago Bulls*;82;2418;371;803;.462;62;173;.361;309;631;.489;182;245;.743;118;324;442;223;72;57;142;200;986;2011
21;Washington Wizards;82;2430;372;840;.443;48;144;.332;324;696;.465;182;244;.745;124;290;413;194;81;61;153;226;973;2011
22;Detroit Pistons;82;2424;373;811;.460;58;153;.376;315;657;.479;167;226;.737;114;273;386;211;73;40;130;199;970;2011
23;Boston Celtics*;82;2412;369;758;.486;50;136;.365;319;622;.513;178;231;.770;78;310;388;234;82;42;146;205;965;2011
24;Portland Trail Blazers*;82;2415;360;805;.447;63;183;.345;297;621;.477;180;224;.804;121;272;393;212;80;44;130;193;963;2011
25;Cleveland Cavaliers;82;2409;352;811;.434;62;182;.342;290;629;.461;189;253;.745;104;299;403;210;66;42;142;201;955;2011
26;Atlanta Hawks*;82;2406;362;784;.462;61;174;.352;301;610;.494;164;211;.779;93;300;393;220;61;42;136;190;950;2011
27;New Orleans Hornets*;82;2418;359;782;.459;54;150;.360;305;632;.482;177;231;.765;100;301;401;206;76;44;130;210;949;2011
28;New Jersey Nets;82;2440;356;810;.440;56;163;.343;300;646;.464;174;229;.759;111;298;408;210;56;47;140;220;942;2011
29;Charlotte Bobcats;82;2415;350;776;.451;48;147;.327;302;630;.480;184;244;.756;103;298;401;211;64;53;145;200;933;2011
30;Milwaukee Bucks;82;2418;343;798;.430;59;172;.342;284;626;.454;174;229;.757;105;302;408;188;75;49;135;205;919;2011
1;Denver Nuggets*;66;2430;390;819;.476;66;199;.332;324;620;.522;196;267;.735;112;319;431;240;82;50;154;197;1041;2012
2;San Antonio Spurs*;66;2415;396;828;.478;84;213;.393;312;615;.507;162;216;.748;103;326;430;232;74;44;136;173;1037;2012
3;Oklahoma City Thunder*;66;2423;373;792;.471;72;200;.358;302;593;.509;213;264;.806;110;327;437;185;75;82;163;205;1031;2012
4;Utah Jazz*;66;2449;382;838;.456;41;128;.323;341;710;.480;191;253;.754;130;311;442;218;83;58;142;218;997;2012
5;Milwaukee Bucks;66;2404;379;856;.443;66;192;.345;313;665;.471;166;214;.774;124;300;425;235;83;51;141;193;990;2012
6;Sacramento Kings;66;2411;377;865;.436;62;197;.316;315;668;.471;171;232;.736;134;295;429;193;85;49;144;195;988;2012
7;Miami Heat*;66;2430;371;790;.469;56;156;.359;315;634;.496;188;242;.775;104;312;416;200;89;54;152;194;985;2012
8;Phoenix Suns;66;2400;378;825;.458;67;196;.343;311;629;.494;160;212;.757;109;308;417;225;65;55;141;187;984;2012
9;Houston Rockets;66;2434;377;840;.449;72;202;.359;305;638;.477;154;197;.782;117;305;422;213;75;48;145;204;981;2012
10;Minnesota Timberwolves;66;2415;357;823;.433;72;216;.332;285;608;.469;194;252;.771;121;317;437;195;66;44;152;184;979;2012
11;New York Knicks*;66;2415;358;808;.443;78;233;.336;280;575;.487;183;248;.741;113;305;417;201;94;42;160;211;978;2012
12;Golden State Warriors;66;2411;377;825;.457;79;205;.388;298;620;.480;144;187;.770;97;295;392;223;80;55;139;214;978;2012
13;Indiana Pacers*;66;2423;357;814;.438;59;161;.368;297;653;.455;204;261;.782;125;314;439;186;79;54;140;217;977;2012
14;Los Angeles Clippers*;66;2419;370;813;.455;78;218;.357;292;595;.490;158;233;.680;121;294;416;210;84;48;133;212;975;2012
15;Los Angeles Lakers*;66;2434;368;806;.457;55;168;.326;313;637;.491;182;241;.756;121;341;462;225;59;53;151;168;973;2012
16;Portland Trail Blazers;66;2419;364;821;.443;72;209;.346;292;611;.477;172;216;.796;111;295;407;204;80;49;142;190;972;2012
17;Atlanta Hawks*;66;2449;368;810;.454;75;202;.370;293;609;.482;155;210;.740;99;313;412;224;81;46;140;178;966;2012
18;Chicago Bulls*;66;2415;374;828;.452;63;169;.375;310;658;.471;152;211;.722;139;328;467;231;69;59;140;173;963;2012
19;Dallas Mavericks*;66;2434;363;820;.443;75;222;.339;288;598;.482;156;202;.771;101;327;428;209;86;51;140;186;958;2012
20;Memphis Grizzlies*;66;2415;367;822;.447;42;129;.326;325;693;.470;173;228;.759;126;295;420;195;96;52;145;199;950;2012
21;Orlando Magic*;66;2419;345;782;.441;102;270;.375;243;512;.475;151;228;.660;112;312;425;200;68;42;149;177;942;2012
22;Washington Wizards;66;2404;366;830;.441;52;163;.320;314;667;.470;153;210;.727;117;299;417;191;80;63;153;213;936;2012
23;Philadelphia 76ers*;66;2411;374;836;.448;53;146;.362;322;690;.466;135;182;.742;107;325;432;220;80;52;112;175;936;2012
24;New Jersey Nets;66;2408;343;806;.425;77;224;.342;266;582;.457;169;217;.777;119;285;403;199;75;39;151;192;931;2012
25;Cleveland Cavaliers;66;2419;343;812;.422;67;193;.346;276;619;.446;178;249;.716;127;295;423;198;71;40;154;200;930;2012
26;Boston Celtics*;66;2415;355;771;.460;55;150;.367;300;621;.483;154;198;.778;77;311;388;236;75;55;148;199;918;2012
27;Detroit Pistons;66;2419;347;793;.438;48;139;.346;299;654;.457;166;221;.752;117;285;403;187;70;42;157;196;909;2012
28;Toronto Raptors;66;2419;344;781;.440;55;163;.340;288;618;.467;164;214;.770;106;314;420;209;65;49;152;232;907;2012
29;New Orleans Hornets;66;2415;348;773;.451;39;118;.333;309;655;.472;160;212;.757;110;302;411;207;74;48;155;201;896;2012
30;Charlotte Bobcats;66;2408;332;802;.414;40;135;.295;292;667;.439;165;222;.746;103;287;390;201;60;55;145;189;870;2012
1;Denver Nuggets*;82;2427;407;852;.478;64;185;.343;344;666;.516;184;262;.701;133;317;450;244;93;65;153;205;1061;2013
2;Houston Rockets*;82;2412;381;827;.461;106;289;.366;275;538;.511;192;255;.754;111;323;434;232;83;44;164;203;1060;2013
3;Oklahoma City Thunder*;82;2418;381;793;.481;73;194;.377;308;600;.514;222;268;.828;104;332;436;214;83;76;153;202;1057;2013
4;San Antonio Spurs*;82;2424;391;814;.481;81;215;.376;311;599;.519;166;210;.791;81;332;413;251;85;54;147;174;1030;2013
5;Miami Heat*;82;2424;384;774;.496;87;221;.396;296;554;.536;174;230;.754;82;304;386;230;87;54;139;187;1029;2013
6;Los Angeles Lakers*;82;2409;371;810;.458;87;246;.355;284;564;.503;193;279;.692;115;333;448;222;70;52;150;179;1022;2013
7;Golden State Warriors*;82;2415;382;834;.458;80;199;.403;301;635;.475;168;213;.790;108;342;450;225;69;42;151;214;1012;2013
8;Dallas Mavericks;82;2437;388;840;.462;74;199;.372;314;642;.489;161;204;.793;94;326;419;232;79;55;140;207;1011;2013
9;Los Angeles Clippers*;82;2406;385;806;.478;76;214;.358;309;592;.522;164;230;.711;114;302;416;239;96;56;146;209;1011;2013
10;Sacramento Kings;82;2418;376;842;.447;74;205;.363;302;637;.474;175;228;.769;115;291;406;208;82;42;146;209;1002;2013
11;New York Knicks*;82;2406;365;816;.448;109;289;.376;257;527;.487;160;211;.759;109;297;406;193;82;36;120;201;1000;2013
12;Milwaukee Bucks*;82;2418;381;878;.435;73;204;.360;308;674;.457;153;207;.736;130;309;440;229;84;67;141;190;989;2013
13;Utah Jazz;82;2424;371;818;.454;62;169;.366;310;649;.477;175;230;.764;121;300;420;227;84;63;148;213;980;2013
14;Atlanta Hawks*;82;2421;376;810;.464;86;232;.371;290;578;.501;141;197;.715;92;316;409;245;81;45;149;180;980;2013
15;Portland Trail Blazers;82;2421;367;819;.448;82;232;.353;285;587;.486;159;205;.776;107;302;408;218;66;43;147;185;975;2013
16;Toronto Raptors;82;2437;363;815;.446;70;203;.343;294;612;.480;176;223;.788;106;296;402;215;73;48;137;224;972;2013
17;Brooklyn Nets*;82;2421;359;798;.450;77;215;.357;282;583;.484;175;239;.731;128;300;428;203;73;48;147;183;969;2013
18;Cleveland Cavaliers;82;2406;365;842;.434;67;193;.346;298;649;.460;168;223;.756;122;288;410;207;79;41;140;212;965;2013
19;Minnesota Timberwolves;82;2406;359;817;.439;55;180;.305;304;637;.477;185;249;.742;119;302;420;224;85;47;148;184;957;2013
20;Boston Celtics*;81;2449;370;797;.465;61;172;.358;309;626;.494;163;210;.776;81;313;393;228;82;45;146;212;965;2013
21;Phoenix Suns;82;2415;373;844;.443;59;177;.330;315;666;.473;147;197;.744;117;299;416;226;80;53;156;206;952;2013
22;Detroit Pistons;82;2415;363;810;.449;63;176;.356;301;634;.474;159;228;.699;121;300;421;212;70;49;151;198;949;2013
23;Orlando Magic;82;2412;377;842;.448;62;187;.329;315;655;.482;125;166;.755;109;319;427;228;64;44;145;194;941;2013
24;New Orleans Hornets;82;2412;360;804;.448;65;180;.363;295;624;.473;155;200;.776;120;296;416;210;63;54;145;204;941;2013
25;Indiana Pacers*;81;2419;351;806;.436;69;197;.347;283;608;.465;176;236;.746;129;330;459;203;72;63;151;200;947;2013
26;Charlotte Bobcats;82;2415;344;811;.425;57;171;.335;287;640;.448;189;251;.750;112;291;403;194;72;58;141;190;934;2013
27;Memphis Grizzlies*;82;2415;361;815;.444;47;135;.345;315;680;.463;165;213;.773;129;298;427;209;86;53;140;202;934;2013
28;Washington Wizards;82;2421;355;816;.435;66;182;.365;288;634;.455;156;213;.733;108;323;432;216;73;46;151;205;932;2013
29;Chicago Bulls*;82;2418;357;817;.437;54;154;.353;302;663;.456;164;212;.773;125;307;432;230;72;51;143;197;932;2013
30;Philadelphia 76ers;82;2409;373;841;.444;63;175;.360;310;665;.466;122;168;.729;109;304;413;228;74;47;130;184;932;2013
1;Los Angeles Clippers*;82;2409;391;825;.474;85;240;.352;307;585;.525;212;291;.730;105;325;430;246;86;48;139;215;1079;2014
2;Houston Rockets*;82;2418;380;805;.472;95;266;.358;285;540;.529;221;311;.712;112;341;453;214;76;56;161;204;1077;2014
3;Minnesota Timberwolves;82;2421;389;875;.444;73;214;.341;316;661;.478;218;281;.778;125;322;447;239;88;36;139;183;1069;2014
4;Portland Trail Blazers*;82;2421;391;870;.450;94;253;.372;297;617;.481;191;235;.815;125;340;464;232;55;47;137;192;1067;2014
5;Oklahoma City Thunder*;82;2415;390;827;.471;81;224;.361;309;603;.512;202;250;.806;108;339;447;219;83;61;153;227;1062;2014
6;San Antonio Spurs*;82;2409;406;835;.486;85;214;.397;320;620;.517;157;200;.785;93;340;433;252;74;51;144;182;1054;2014
7;Phoenix Suns;82;2409;387;835;.463;93;251;.372;294;584;.503;185;244;.758;113;317;430;191;84;46;153;219;1052;2014
8;Dallas Mavericks*;82;2418;396;836;.474;88;229;.384;308;607;.508;168;211;.795;102;307;409;236;86;43;135;200;1048;2014
9;Denver Nuggets;82;2409;384;859;.447;86;239;.358;298;620;.481;191;263;.726;123;331;454;224;75;56;159;230;1044;2014
10;Golden State Warriors*;82;2418;395;854;.462;94;248;.380;300;606;.496;159;211;.753;109;344;453;233;78;50;152;218;1043;2014
11;Los Angeles Lakers;82;2403;383;851;.450;94;248;.381;288;603;.478;170;224;.757;91;320;410;245;75;54;151;198;1030;2014
12;Miami Heat*;82;2424;383;765;.501;81;223;.364;302;542;.558;175;230;.760;76;292;369;225;89;45;148;195;1022;2014
13;Toronto Raptors*;82;2434;365;819;.445;87;234;.372;278;585;.475;196;251;.782;114;311;425;212;70;42;141;230;1013;2014
14;Detroit Pistons;82;2412;388;869;.447;62;193;.321;326;676;.483;173;257;.670;146;308;454;209;84;48;145;203;1010;2014
15;Atlanta Hawks*;82;2418;373;816;.458;94;258;.363;280;558;.502;170;217;.781;87;313;400;249;83;40;153;192;1010;2014
16;Washington Wizards*;82;2446;387;844;.459;79;208;.380;309;636;.485;153;209;.731;108;314;422;233;81;46;147;204;1007;2014
17;Sacramento Kings;82;2418;369;825;.447;60;180;.333;309;645;.479;207;273;.759;121;324;445;189;72;39;152;225;1005;2014
18;New Orleans Pelicans;82;2421;378;825;.459;59;159;.373;319;666;.479;182;236;.769;114;303;417;213;79;64;138;226;997;2014
19;Philadelphia 76ers;82;2421;379;872;.435;70;225;.312;309;647;.477;166;234;.710;116;312;427;218;93;40;169;225;995;2014
20;New York Knicks;82;2421;369;822;.449;93;249;.372;277;573;.482;155;204;.761;106;297;403;200;77;45;130;221;986;2014
21;Brooklyn Nets*;82;2424;357;779;.459;86;234;.369;271;545;.497;184;244;.753;88;294;381;209;86;38;145;217;985;2014
22;Cleveland Cavaliers;82;2430;370;848;.437;71;200;.356;299;648;.461;170;227;.751;121;321;441;212;71;37;142;200;982;2014
23;Charlotte Bobcats*;82;2427;363;821;.442;63;179;.351;300;641;.468;180;244;.737;95;332;427;217;61;51;123;182;969;2014
24;Indiana Pacers*;82;2412;360;802;.449;67;188;.357;293;614;.477;181;233;.779;102;345;447;201;67;54;151;204;967;2014
25;Orlando Magic;82;2434;369;827;.445;69;195;.353;300;633;.474;159;209;.763;97;324;420;210;77;43;149;205;965;2014
26;Boston Celtics;82;2406;365;839;.435;70;211;.333;295;629;.470;162;208;.777;120;305;425;210;71;42;154;213;962;2014
27;Memphis Grizzlies*;82;2415;381;820;.464;49;140;.353;331;680;.487;151;203;.741;116;308;424;219;77;46;137;191;961;2014
28;Milwaukee Bucks;82;2424;360;822;.438;67;189;.353;293;632;.464;168;225;.747;118;293;411;215;66;49;151;209;955;2014
29;Utah Jazz;82;2412;360;811;.444;66;192;.344;294;619;.474;164;220;.747;110;302;412;203;70;45;146;207;950;2014
30;Chicago Bulls*;82;2430;347;802;.432;62;178;.348;285;624;.456;181;233;.779;114;327;441;227;72;52;149;191;937;2014
1;Golden State Warriors*;82;2406;416;870;.478;108;270;.398;308;600;.514;160;208;.768;104;343;447;274;93;60;145;199;1100;2015
2;Los Angeles Clippers*;82;2406;394;833;.473;101;269;.376;293;564;.519;179;252;.710;96;331;426;248;78;50;123;213;1067;2015
3;Dallas Mavericks*;82;2424;397;858;.463;89;254;.352;308;604;.509;169;225;.752;105;318;423;225;81;45;130;200;1052;2015
4;Toronto Raptors*;82;2421;379;833;.455;89;251;.352;290;582;.499;193;246;.787;107;308;415;207;75;44;129;209;1040;2015
5;Oklahoma City Thunder;82;2418;388;868;.447;77;227;.339;311;641;.486;186;246;.754;128;347;475;205;73;55;147;223;1040;2015
6;Houston Rockets*;82;2415;370;833;.444;114;327;.348;256;506;.506;186;260;.715;117;320;437;222;95;50;167;220;1039;2015
7;San Antonio Spurs*;82;2434;391;836;.468;83;225;.367;309;611;.505;167;214;.780;98;338;436;244;80;54;140;191;1032;2015
8;Cleveland Cavaliers*;82;2412;377;822;.458;101;275;.367;276;547;.504;177;236;.751;111;319;430;221;74;41;143;184;1031;2015
9;Portland Trail Blazers*;82;2421;387;860;.450;98;272;.362;289;588;.491;155;194;.801;107;351;459;219;64;45;136;182;1028;2015
10;Atlanta Hawks*;82;2406;381;817;.466;100;262;.380;281;555;.506;165;212;.778;87;318;406;257;91;46;142;178;1025;2015
11;Phoenix Suns;82;2424;388;858;.452;85;250;.341;302;609;.497;164;215;.760;109;322;432;202;85;47;151;213;1024;2015
12;Denver Nuggets;82;2424;378;873;.433;80;248;.325;297;625;.476;178;243;.734;123;324;447;218;78;45;142;230;1015;2015
13;Boston Celtics*;82;2424;389;879;.443;80;246;.327;309;633;.488;154;205;.754;111;327;438;245;82;36;138;212;1014;2015
14;Sacramento Kings;82;2421;367;807;.455;56;165;.341;311;642;.484;223;293;.762;109;333;442;203;67;40;163;207;1013;2015
15;Chicago Bulls*;82;2424;366;829;.442;79;223;.353;287;606;.474;197;252;.783;117;340;457;217;63;58;140;182;1008;2015
16;New Orleans Pelicans*;82;2412;379;829;.457;71;193;.370;308;636;.484;164;218;.751;115;320;435;220;67;62;133;187;994;2015
17;Washington Wizards*;82;2434;383;828;.462;61;168;.360;322;660;.488;159;214;.742;105;342;447;240;73;46;150;208;985;2015
18;Detroit Pistons;82;2418;371;858;.432;86;249;.344;285;609;.468;158;224;.703;128;321;449;216;76;47;134;190;985;2015
19;Los Angeles Lakers;82;2430;372;856;.435;65;189;.344;308;668;.461;175;236;.741;116;323;439;209;70;45;132;212;985;2015
20;Memphis Grizzlies*;82;2427;378;825;.458;52;152;.339;326;673;.485;176;228;.773;104;321;426;217;85;42;133;191;983;2015
21;Brooklyn Nets*;82;2430;374;830;.451;66;199;.331;308;631;.489;166;222;.748;103;320;424;209;70;41;138;193;980;2015
22;Milwaukee Bucks*;82;2430;376;820;.459;66;183;.363;310;637;.486;160;211;.757;107;314;421;236;96;49;167;221;978;2015
23;Minnesota Timberwolves;82;2415;364;832;.438;50;149;.332;315;683;.461;200;257;.776;116;293;409;216;81;40;150;192;978;2015
24;Indiana Pacers;82;2421;366;832;.439;75;212;.352;291;620;.469;167;222;.756;104;344;449;214;62;46;140;212;973;2015
25;Orlando Magic;82;2409;375;828;.453;68;195;.347;308;633;.486;139;191;.729;100;318;418;206;79;38;149;209;957;2015
26;Utah Jazz;82;2403;354;792;.447;74;217;.343;279;575;.486;170;235;.721;120;319;440;199;76;60;153;193;951;2015
27;Miami Heat;82;2406;352;772;.456;68;202;.335;284;570;.499;175;237;.741;91;300;391;198;78;45;148;200;947;2015
28;Charlotte Hornets;82;2427;355;845;.420;61;191;.318;295;654;.450;170;228;.748;100;341;441;202;61;55;119;182;942;2015
29;Philadelphia 76ers;82;2415;337;826;.408;84;263;.320;253;563;.449;161;238;.676;119;309;429;205;96;59;177;217;920;2015
30;New York Knicks;82;2421;351;820;.428;68;197;.347;283;623;.454;148;192;.769;106;298;404;213;70;47;147;216;919;2015
1;Golden State Warriors*;82;2424;425;873;.487;131;316;.416;294;557;.528;167;218;.763;100;362;462;289;84;61;152;207;1149;2016
2;Oklahoma City Thunder*;82;2418;411;864;.476;83;237;.349;329;626;.524;197;252;.782;131;356;486;230;74;59;159;206;1102;2016
3;Sacramento Kings;82;2415;400;864;.464;80;224;.359;320;640;.500;185;255;.725;106;337;442;245;89;45;162;204;1066;2016
4;Houston Rockets*;82;2418;377;835;.452;107;309;.347;270;526;.514;204;294;.694;113;317;431;222;100;52;159;218;1065;2016
5;Boston Celtics*;82;2412;392;892;.439;87;261;.335;305;631;.483;185;235;.788;116;333;449;242;92;42;137;219;1057;2016
6;Portland Trail Blazers*;82;2415;386;859;.450;105;285;.370;281;574;.490;174;230;.754;116;339;455;213;69;46;146;217;1051;2016
7;Los Angeles Clippers*;82;2418;383;824;.465;97;267;.364;286;557;.513;182;262;.692;88;333;420;228;86;56;130;213;1045;2016
8;Cleveland Cavaliers*;82;2421;387;840;.460;107;296;.362;279;544;.514;163;217;.748;106;339;445;227;67;39;136;203;1043;2016
9;Washington Wizards;82;2409;395;858;.460;86;242;.358;308;616;.501;165;225;.730;91;328;418;245;86;39;145;208;1041;2016
10;San Antonio Spurs*;82;2403;401;829;.484;70;185;.375;332;644;.515;164;204;.803;94;345;439;245;83;59;131;175;1035;2016
11;Charlotte Hornets*;82;2421;370;844;.439;106;294;.362;264;550;.479;187;237;.790;90;350;439;217;73;53;126;181;1034;2016
12;Atlanta Hawks*;82;2418;386;844;.458;99;284;.350;287;561;.512;156;200;.783;83;338;421;256;91;59;150;191;1028;2016
13;New Orleans Pelicans;82;2412;385;859;.448;86;238;.360;299;621;.482;173;222;.776;95;331;426;222;77;42;134;209;1027;2016
14;Toronto Raptors*;82;2412;367;813;.451;86;234;.370;280;580;.483;208;267;.777;102;332;434;187;78;55;131;196;1027;2016
15;Minnesota Timberwolves;82;2424;377;813;.464;55;164;.338;322;649;.496;214;270;.792;100;315;416;234;80;46;150;207;1024;2016
16;Dallas Mavericks*;82;2440;374;841;.444;98;286;.344;275;556;.495;177;223;.794;92;339;431;221;68;37;128;195;1023;2016
17;Indiana Pacers*;82;2424;383;852;.450;81;230;.351;302;621;.486;174;228;.764;103;339;442;212;90;48;149;200;1022;2016
18;Orlando Magic;82;2427;395;868;.455;78;222;.350;318;647;.492;152;201;.757;103;330;433;236;82;51;141;207;1021;2016
19;Detroit Pistons*;82;2424;379;864;.439;90;262;.345;289;602;.480;171;255;.668;125;339;463;194;70;37;135;190;1020;2016
20;Denver Nuggets;82;2418;377;854;.442;80;237;.338;297;617;.482;185;241;.766;115;331;446;227;74;48;147;210;1019;2016
21;Chicago Bulls;82;2427;386;874;.441;79;214;.371;307;661;.464;165;210;.787;111;352;463;228;60;57;139;188;1016;2016
22;Phoenix Suns;82;2403;372;856;.435;90;258;.348;282;598;.472;175;232;.751;115;333;448;207;77;38;172;227;1009;2016
23;Miami Heat*;82;2418;384;817;.470;61;180;.336;323;636;.508;171;230;.744;98;343;441;208;67;65;141;183;1000;2016
24;Memphis Grizzlies*;82;2418;368;836;.440;61;185;.331;307;651;.471;193;247;.783;112;305;416;207;88;43;133;217;991;2016
25;Milwaukee Bucks;82;2418;384;822;.467;54;156;.345;330;666;.495;170;227;.747;105;312;417;231;82;58;152;207;990;2016
26;Brooklyn Nets;82;2409;382;844;.453;65;184;.352;318;660;.481;157;207;.757;105;319;424;223;76;40;148;180;986;2016
27;New York Knicks;82;2415;369;840;.439;74;215;.346;294;625;.471;172;214;.805;104;340;444;205;57;57;134;197;984;2016
28;Utah Jazz;82;2434;361;804;.449;85;239;.355;276;565;.488;171;230;.744;107;325;432;190;77;52;149;202;977;2016
29;Philadelphia 76ers;82;2415;362;840;.431;93;275;.339;269;565;.476;157;226;.694;95;318;412;215;83;60;164;217;974;2016
30;Los Angeles Lakers;82;2406;351;848;.414;78;246;.317;273;602;.454;193;247;.781;107;323;430;180;72;41;137;203;973;2016
1;Golden State Warriors*;82;2412;431;871;.495;120;312;.383;311;558;.557;178;226;.788;94;350;444;304;96;68;148;193;1159;2017
2;Houston Rockets*;82;2412;403;872;.462;144;403;.357;259;469;.552;203;265;.766;109;335;444;252;82;43;151;199;1153;2017
3;Denver Nuggets;82;2409;412;877;.469;106;288;.368;306;589;.519;187;242;.774;118;346;464;253;69;39;150;191;1117;2017
4;Cleveland Cavaliers*;82;2424;399;849;.470;130;339;.384;269;510;.528;175;233;.748;93;344;437;227;66;40;137;181;1103;2017
5;Washington Wizards*;82;2421;413;870;.475;92;248;.372;321;623;.515;173;221;.784;103;326;429;239;85;41;142;213;1092;2017
6;Los Angeles Clippers*;82;2409;395;832;.475;103;274;.375;293;558;.525;193;260;.745;90;340;430;225;75;42;130;198;1087;2017
7;Boston Celtics*;82;2409;386;851;.454;120;334;.359;266;517;.515;187;232;.807;91;329;420;252;75;41;133;206;1080;2017
8;Portland Trail Blazers*;82;2430;395;861;.459;104;277;.375;292;584;.499;185;237;.780;101;335;437;211;70;50;137;212;1079;2017
9;Phoenix Suns;82;2418;399;885;.450;75;226;.332;324;659;.491;204;263;.776;119;331;450;196;82;49;154;248;1077;2017
10;Toronto Raptors*;82;2412;392;844;.464;88;243;.363;303;600;.505;197;247;.796;106;326;433;185;83;49;127;208;1069;2017
11;Oklahoma City Thunder*;82;2415;395;874;.452;84;258;.327;310;616;.504;192;258;.745;122;344;466;210;79;50;150;209;1066;2017
12;Brooklyn Nets;82;2409;378;852;.444;107;316;.338;271;536;.506;194;246;.788;88;351;439;214;72;47;165;210;1058;2017
13;Minnesota Timberwolves;82;2415;395;844;.467;73;210;.349;321;634;.507;193;242;.799;114;310;424;237;80;45;140;201;1056;2017
14;San Antonio Spurs*;82;2415;393;837;.469;92;235;.391;301;602;.500;176;220;.797;100;339;439;238;80;59;134;183;1053;2017
15;Indiana Pacers*;82;2421;393;845;.465;86;230;.376;306;615;.498;179;221;.810;90;330;420;225;82;50;138;195;1051;2017
16;Charlotte Hornets;82;2418;377;854;.442;100;286;.351;277;567;.488;194;238;.815;88;348;436;231;70;48;115;166;1049;2017
17;Los Angeles Lakers;82;2403;393;874;.450;89;257;.346;304;616;.493;170;226;.754;114;321;435;209;82;39;152;207;1046;2017
18;New Orleans Pelicans;82;2427;391;870;.450;94;268;.350;298;602;.495;167;223;.750;86;351;437;228;78;55;129;182;1043;2017
19;New York Knicks;82;2421;396;885;.447;86;247;.348;310;638;.485;166;211;.788;120;332;452;218;71;55;139;203;1043;2017
20;Milwaukee Bucks*;82;2412;388;819;.474;88;237;.370;300;582;.516;172;224;.768;88;316;404;242;81;53;140;202;1036;2017
